369.42386,-440.77155
-168.95639,212.65279
-82.05676,-575.7642
180.41045,-169.81676
20.200562,-455.7324
-45.045444,-24.311432
-553.0953,-198.1365
-156.95052,-149.82973
-215.86478,-451.30402
356.07556,-596.84784
-27.243788,-322.71445
166.43243,-351.25534
251.52396,94.229126
347.48062,469.5802
141.56032,123.653885
58.228027,-86.40966
51.092133,-254.35593
-346.42572,-200.10887
-366.09894,-503.1764
39.334522,-24.43671
403.82294,-309.5268
-47.618515,435.24173
-71.338715,-153.3436
-338.44028,33.596344
-146.49974,-338.8876
316.2669,7.2231674
-14.392629,-96.15207
-46.681194,263.71713
133.88608,-272.25882
197.4829,-637.2498
121.94333,-42.877823
345.24875,-89.598595
-117.13984,51.68222
-459.51184,-352.32233
-218.89336,-9.23421
-219.43459,-239.27373
-229.27988,-631.8045
225.90001,-22.157597
-544.8412,-28.874363
272.51663,-333.1675
374.2157,297.19647
265.79868,-136.63367
309.75992,-223.82764
-87.48318,-436.74664
-396.50455,-81.74864
-293.18262,-331.99982
119.052376,-121.27218
571.5842,-55.30479
217.88405,215.44879
424.2194,-187.29816
154.77261,30.231836
79.04492,326.134
126.92716,-471.11716
-258.0351,-113.652664
239.60092,-457.79446
67.97597,56.693985
216.42607,344.51852
137.01302,502.8152
-17.308905,63.27848
540.8815,245.82121
214.73634,-242.59839
188.7615,-91.07771
-101.590004,-247.71814
348.38336,161.43497
-53.459602,153.15564
-17.348589,-224.71509
524.01746,-470.41318
12.917022,-163.23123
561.55176,-316.1091
67.2411,-345.34293
62.72624,194.5925
581.8244,81.91041
47.13083,-625.8061
607.0847,-184.97357
-127.262726,-55.5251
67.97988,-147.37604
458.0957,-62.563618
107.98862,-200.11913
-232.99886,111.70641
435.0087,73.251045
-637.9848346,577.9615826
-474.3715306,568.1325506
-300.5318986,350.0497106
-626.8923106,451.6258466
-551.2018666,645.4319906
-503.2799866,294.2521466
-599.2400866,349.8600746
-470.3063626,469.9694306
-553.5286066,515.0768306
-396.7667386,280.7378666
-536.3971066,412.8312506
-596.7491866,245.2296506
-701.3139826,356.2984946
-433.1267266,671.9609906
-391.0480666,512.3458706
-726.0502666,494.0215706
-342.3808666,596.7383186
-451.2626266,372.3264866
-276.6197506,486.2498066
-375.5765386,420.9244706
